,isComment,repliesTo,tweet_id,text,date,username,retweeted_status,retweet_count,likes
1448005149532823565,True,stephenfry,1447930847055732749,@stephenfry You can count on me for this. Thanks for sharing.,2021-10-12 19:18:24+00:00,To_Boldly_Go_AR,False,0,0
1448005143539159050,True,stephenfry,1447930847055732749,@stephenfry 97k now :),2021-10-12 19:18:23+00:00,timlimbim,False,0,0
1448004900986699777,True,stephenfry,1447930847055732749,@stephenfry Done,2021-10-12 19:17:25+00:00,XboneMalone,False,0,0
1448004846334926854,True,stephenfry,1447930847055732749,@stephenfry Done,2021-10-12 19:17:12+00:00,GrandadofOscar,False,0,0
1448004764709662721,True,stephenfry,1447930847055732749,@stephenfry Done.,2021-10-12 19:16:53+00:00,lbdtmp,False,0,0
1448004731394301970,True,stephenfry,1447930847055732749,"@stephenfry How is pouring raw sewage into water courses not banned already?
Indefensible.",2021-10-12 19:16:45+00:00,JohnsonsSolicit,False,0,1
1448004470311428098,True,stephenfry,1447930847055732749,"@stephenfry 97,400 at the moment!",2021-10-12 19:15:43+00:00,gwynneatapprise,False,0,0
1448004350501179394,True,stephenfry,1447930847055732749,"@stephenfry 97,349 at the moment!",2021-10-12 19:15:14+00:00,RainbowBee7,False,0,0
1448004303646609408,True,stephenfry,1447930847055732749,@stephenfry Signed,2021-10-12 19:15:03+00:00,HoltHR,False,0,0
1448004292099682305,True,stephenfry,1447930847055732749,@stephenfry Job done!,2021-10-12 19:15:00+00:00,FitzalanJohn,False,0,0
1448004218124705797,True,stephenfry,1447930847055732749,@stephenfry Done,2021-10-12 19:14:42+00:00,NickKermode1,False,0,0
1448004203381669889,True,stephenfry,1447930847055732749,@stephenfry 📝✅,2021-10-12 19:14:39+00:00,TheLibRadEcho,False,0,0
1448003959923355650,True,stephenfry,1447930847055732749,@stephenfry Done,2021-10-12 19:13:41+00:00,hancock_robin,False,0,0
1448003742029189130,True,stephenfry,1447930847055732749,@stephenfry @tomclaridge78 Where will the excess sewage go then once the storm tanks are full…….?,2021-10-12 19:12:49+00:00,GarethNSNO,False,0,1
1448003604422578183,True,stephenfry,1447930847055732749,@stephenfry Thank you for sharing the link ! Signed 👍,2021-10-12 19:12:16+00:00,zarkov61,False,0,0
1448003363367436296,True,stephenfry,1447930847055732749,@stephenfry Does this mean I have to stop peeing in the shower?,2021-10-12 19:11:19+00:00,MarPerRodr,False,0,0
1448003197755404298,True,stephenfry,1447930847055732749,@stephenfry Signed and shared,2021-10-12 19:10:39+00:00,rothwell_tim,False,0,0
1448003076393218052,True,stephenfry,1447930847055732749,"@stephenfry Done, thanks for raising. £96k and rising...",2021-10-12 19:10:10+00:00,madams1012,False,0,0
1448003004322533380,True,stephenfry,1447930847055732749,@stephenfry @broncoskolar Signed &amp; shared!,2021-10-12 19:09:53+00:00,ArtoutlawsUK,False,0,0
1448002894679138305,True,stephenfry,1447930847055732749,@stephenfry @EmporersNewC Done and circulated 👍,2021-10-12 19:09:27+00:00,FmcD20,False,0,0
1448002830422482947,True,stephenfry,1447930847055732749,@stephenfry 96k 👍,2021-10-12 19:09:12+00:00,okitwas,False,0,0
1448002805504094208,True,stephenfry,1447930847055732749,"@stephenfry Done, sir.",2021-10-12 19:09:06+00:00,MarvusMedia,False,0,0
1448002722616291333,True,stephenfry,1447930847055732749,@stephenfry Signed.... 🤞🏻,2021-10-12 19:08:46+00:00,DrSue64,False,0,0
1448002569301807108,True,stephenfry,1447930847055732749,@stephenfry Signed!,2021-10-12 19:08:09+00:00,jameselmer73,False,0,0
1448002523059589121,True,stephenfry,1447930847055732749,"@stephenfry @GeorgeMonbiot ""Tackling the harm caused by sewage is a top priority for Government."" 

What a load of… https://t.co/lg4m9EnUck",2021-10-12 19:07:58+00:00,chromaphotog,False,0,0
1448002453937532928,True,stephenfry,1447930847055732749,@stephenfry Then can we do the same with agricultural river pollution. Or just start enforcing the laws we have.,2021-10-12 19:07:42+00:00,bowenwatt,False,0,0
1448001843364311053,True,stephenfry,1447930847055732749,@stephenfry @mudjokivis Done,2021-10-12 19:05:16+00:00,MatthewRavenhil,False,0,1
1448001742336049154,True,stephenfry,1447930847055732749,"@stephenfry Unfortunately impossible to do.
Houses built on land that used to soak up rainwater now water runs to d… https://t.co/PzvU7YjeyC",2021-10-12 19:04:52+00:00,Redrichmond2,False,0,1
1448001703413002241,True,stephenfry,1447930847055732749,"@stephenfry @GeorgeMonbiot ‼️‼️
One more step… ‼️‼️
We’ve sent you an email. Please click on the link in the email… https://t.co/YSszIq20i8",2021-10-12 19:04:43+00:00,andy_christophi,False,0,0
1448001598710587399,True,stephenfry,1447930847055732749,@stephenfry It's that bus again. https://t.co/zY9kP9YW1w,2021-10-12 19:04:18+00:00,mudjokivis,True,6,19
1448001581530615811,True,stephenfry,1447930847055732749,@stephenfry @GeorgeMonbiot Signed,2021-10-12 19:04:14+00:00,FenetreFifi,False,0,0
1448001491525160967,True,stephenfry,1447930847055732749,@stephenfry Done.,2021-10-12 19:03:52+00:00,veldasaxby,False,0,0
1448001480036913154,True,stephenfry,1447930847055732749,@stephenfry Signed its disgusting to think they do this in 2021,2021-10-12 19:03:50+00:00,markie75952894,False,0,0
1448001466204147718,True,stephenfry,1447930847055732749,@stephenfry Presumably any subsequent legislation resulting from this petition would only apply to England?,2021-10-12 19:03:46+00:00,AlanFresco4,False,0,0
1448001361350627334,True,stephenfry,1447930847055732749,@stephenfry Done,2021-10-12 19:03:21+00:00,Shieldsmanmarsh,False,0,0
1448001220942221321,True,stephenfry,1447930847055732749,@stephenfry Petitions and Inquiries don’t lead to anything Sir Stephen Fry 🤦🏻,2021-10-12 19:02:48+00:00,1983Yorkshire,False,0,0
1448001191749824524,True,stephenfry,1447930847055732749,"@stephenfry I’m 94,971",2021-10-12 19:02:41+00:00,HendersonJ1970,False,0,0
1448000898806997005,True,stephenfry,1447930847055732749,@stephenfry Done,2021-10-12 19:01:31+00:00,andycop1053,False,0,0
1448000884886081537,True,stephenfry,1447930847055732749,"@stephenfry Done! We are now at nearly 95,000",2021-10-12 19:01:28+00:00,ShoulderDocUK,False,0,0
1448000709832622087,True,stephenfry,1447930847055732749,@stephenfry @ChrisPettsVFX Done,2021-10-12 19:00:46+00:00,georgethefourth,False,0,0
1448000496552316936,True,stephenfry,1447930847055732749,@stephenfry Done,2021-10-12 18:59:55+00:00,matthanes7,False,0,0
1448000461508915209,True,stephenfry,1447930847055732749,@stephenfry Done!,2021-10-12 18:59:47+00:00,MarlingfordMark,False,0,0
1448000280038199311,True,stephenfry,1447930847055732749,@stephenfry @SenseiChanning @EdActeson,2021-10-12 18:59:03+00:00,SophieLB1,False,0,1
1448000223431774223,True,stephenfry,1447930847055732749,@stephenfry @Feargal_Sharkey x,2021-10-12 18:58:50+00:00,SybilBell,False,0,0
1448000170503938051,True,stephenfry,1447930847055732749,"@stephenfry @GeorgeMonbiot 94,080 +1",2021-10-12 18:58:37+00:00,Kate76748763,False,0,0
1448000146109870086,True,stephenfry,1447930847055732749,@stephenfry Done!,2021-10-12 18:58:32+00:00,RichardJoyce2,False,0,0
1448000134038626308,True,stephenfry,1447930847055732749,@stephenfry @theundertones,2021-10-12 18:58:29+00:00,DeereGarden,False,0,0
1448000012932292608,True,stephenfry,1447930847055732749,@stephenfry Anthony bald taylor petition has 80 000 debate that first,2021-10-12 18:58:00+00:00,BlueLukaku,False,0,0
1447999958158876677,True,stephenfry,1447930847055732749,@stephenfry Thanks for using your powers for good.,2021-10-12 18:57:47+00:00,Afishoutofwtf,False,0,0
1447999802663395328,True,stephenfry,1447930847055732749,@stephenfry Done.,2021-10-12 18:57:10+00:00,Hammerman99,False,0,0
1447999675525705734,True,stephenfry,1447930847055732749,@stephenfry ✅,2021-10-12 18:56:39+00:00,CouchPippa,False,0,0
1447999623595954188,True,stephenfry,1447930847055732749,@stephenfry @jonnyshire Was not creation of a putrid medieval moat in the sea surrounding the British Isles a Brexit Policy Goal?,2021-10-12 18:56:27+00:00,tm_rowlands,False,0,1
1447999389537026053,True,stephenfry,1447930847055732749,@stephenfry Signed. Hard to believe we do this. We are Neanderthal..still much to learn!,2021-10-12 18:55:31+00:00,kirton10,False,0,0
1447999373602967568,True,stephenfry,1447930847055732749,"@stephenfry Done. 92,000 when I signed. Nearly there.",2021-10-12 18:55:27+00:00,livlan,False,0,0
1447999228983353351,True,stephenfry,1447930847055732749,@stephenfry @EricaPerris,2021-10-12 18:54:53+00:00,kbyrne24,False,0,1
1447999080693739520,True,stephenfry,1447930847055732749,@stephenfry Signed and shared. Thank you for bringing this petition to our attention Stephen. 🙏 hopefully the required signatures come in.,2021-10-12 18:54:18+00:00,Furbz_85,False,0,0
1447999075937304578,True,stephenfry,1447930847055732749,@stephenfry Done 👍 pass it on…,2021-10-12 18:54:16+00:00,mike_leckenby,False,0,0
1447999075207557126,True,stephenfry,1447930847055732749,@stephenfry Signed,2021-10-12 18:54:16+00:00,Tjj2Tjj,False,0,0
1447999056446431235,True,stephenfry,1447930847055732749,@stephenfry Done my friend.,2021-10-12 18:54:12+00:00,Charliethered3,False,0,0
1447998724270133248,True,stephenfry,1447930847055732749,"@stephenfry I've signed. Have you?👇🏽

https://t.co/PDkky7osJ8",2021-10-12 18:52:53+00:00,gadjobeen,False,0,0
1447998318253117445,True,stephenfry,1447930847055732749,"@stephenfry The fifth richest nation in the world, apparently superior in, well,  EVERYTHING, according to this gov… https://t.co/eNqrCAS2PF",2021-10-12 18:51:16+00:00,Echo_Marley,False,0,0
1447998281498365962,True,stephenfry,1447930847055732749,@stephenfry What if I want to drink shit?!,2021-10-12 18:51:07+00:00,MundyBison,False,0,0
1447998250632499205,True,stephenfry,1447930847055732749,@stephenfry Done! Well done @stephenfry 👏,2021-10-12 18:51:00+00:00,Jimellietom,False,0,1
1447998104855326722,True,stephenfry,1447930847055732749,@stephenfry Ermmmm think so? 🤔,2021-10-12 18:50:25+00:00,ptcolquhoun,False,0,0
1447997981727334401,True,stephenfry,1447930847055732749,@stephenfry Signed 👍,2021-10-12 18:49:56+00:00,DonUnderThePool,False,0,0
1447997665296388098,True,stephenfry,1447930847055732749,@stephenfry https://t.co/212Sd96r3q,2021-10-12 18:48:40+00:00,ndjstone,False,0,0
1447997628294352901,True,stephenfry,1447930847055732749,@stephenfry Thank you for getting behind this!!,2021-10-12 18:48:31+00:00,IMac_TheFoot,False,0,0
1447997626113216514,True,stephenfry,1447930847055732749,@stephenfry Done! 👍,2021-10-12 18:48:31+00:00,S_G_Searle,False,0,0
1447997625035337729,True,stephenfry,1447930847055732749,@stephenfry Done and done.,2021-10-12 18:48:30+00:00,MrSpungoe,False,0,0
1447997619981234180,True,stephenfry,1447930847055732749,@stephenfry Done,2021-10-12 18:48:29+00:00,longpablo,False,0,0
1447997613777858566,True,stephenfry,1447930847055732749,@stephenfry Why wouldn't something like this be debated on principle?,2021-10-12 18:48:28+00:00,JuniorB22555188,False,0,0
1447997609961050112,True,stephenfry,1447930847055732749,@stephenfry @GeorgeMonbiot Im astounded this is not already illegal,2021-10-12 18:48:27+00:00,johnniebalfour,False,0,0
1447997579615211526,True,stephenfry,1447930847055732749,@stephenfry Done,2021-10-12 18:48:20+00:00,bradysilverfox,False,0,0
1447997487663534082,True,stephenfry,1447930847055732749,@stephenfry Signed,2021-10-12 18:47:58+00:00,cidric50,False,0,0
1447997326119903242,True,stephenfry,1447930847055732749,@stephenfry @GeorgeMonbiot Unbelievable that this is needed. Like banning shitting in your neighbour’s garden.,2021-10-12 18:47:19+00:00,GwhizzAndy,False,0,0
1447997227964768260,True,stephenfry,1447930847055732749,"@stephenfry Definitely back this. Our local supplier, southern water are absolute criminals for this.",2021-10-12 18:46:56+00:00,mattbob84,False,0,0
1447997139586621440,True,stephenfry,1447930847055732749,"@stephenfry Less than 10,000 now. Last push everyone. https://t.co/FN8iMvwqok",2021-10-12 18:46:35+00:00,fuzzfoster,False,0,0
1447997091796688900,True,stephenfry,1447930847055732749,@stephenfry I’ve signed &amp; spread the word,2021-10-12 18:46:23+00:00,Tracey62,False,0,0
1447997062235230214,True,stephenfry,1447930847055732749,@stephenfry It would certainly prevent Hepatitis A outbreaks.,2021-10-12 18:46:16+00:00,Underwhelmist1,False,0,0
1447997041729318913,True,stephenfry,1447930847055732749,@stephenfry 91.114 now. Come on👍👍👍,2021-10-12 18:46:11+00:00,BabaYag10764385,False,0,2
1447996899764621315,True,stephenfry,1447930847055732749,@stephenfry Done 💪🏻💚💋,2021-10-12 18:45:38+00:00,GemmaNosworthy1,False,0,0
1447996844760502274,True,stephenfry,1447930847055732749,@stephenfry All done. 😃,2021-10-12 18:45:24+00:00,barry2610,False,0,0
1447996841866506242,True,stephenfry,1447930847055732749,@stephenfry @GeorgeMonbiot Done now!,2021-10-12 18:45:24+00:00,ProfJuliaMO1,False,0,0
1447996802838454279,True,stephenfry,1447930847055732749,@stephenfry Signed.,2021-10-12 18:45:14+00:00,CliveBroom3,False,0,0
1447996711884967936,True,stephenfry,1447930847055732749,@stephenfry @ElMenhinnitt67 Done and done .,2021-10-12 18:44:53+00:00,cliff602,False,0,1
1447996674731827205,True,stephenfry,1447930847055732749,@stephenfry ✅,2021-10-12 18:44:44+00:00,Sirmeatballmbe,False,0,0
1447996619882893312,True,stephenfry,1447930847055732749,"@stephenfry Anything for you, Stephen",2021-10-12 18:44:31+00:00,captjobsquad,False,0,0
1447996602505998342,True,stephenfry,1447930847055732749,@stephenfry Mr bandwagon,2021-10-12 18:44:27+00:00,terrychelton,False,0,0
1447996602417881088,True,stephenfry,1447930847055732749,@stephenfry Done. Thanks for highlighting &amp; sharing 👍,2021-10-12 18:44:27+00:00,SheldonMiller,False,0,0
1447996572600569859,True,stephenfry,1447930847055732749,@stephenfry Over 90k now ...,2021-10-12 18:44:20+00:00,niksgarage,False,0,0
1447996495064612870,True,stephenfry,1447930847055732749,@stephenfry Signed ✅,2021-10-12 18:44:01+00:00,linda25j,False,0,0
1447996481319886849,True,stephenfry,1447930847055732749,@stephenfry Signed but it would cost billions to complete. Maybe we could get Dido Harding on it? I’m sure capitalism will sort it out,2021-10-12 18:43:58+00:00,LongWHMusic,False,0,0
1447996474802032641,True,stephenfry,1447930847055732749,@stephenfry ✅,2021-10-12 18:43:56+00:00,dannyspry85,False,0,0
1447996239203684353,True,stephenfry,1447930847055732749,"@stephenfry Where would it go.
Im signing but curious",2021-10-12 18:43:00+00:00,kkgorny1972,False,0,0
1447996168496205831,True,stephenfry,1447930847055732749,@stephenfry Signed!,2021-10-12 18:42:43+00:00,DaveJohnson2497,False,0,0
1447995740375199756,True,stephenfry,1447930847055732749,@stephenfry Done,2021-10-12 18:41:01+00:00,linds2999,False,0,0
1447995605176012809,True,stephenfry,1447930847055732749,"@stephenfry @sascampaigns Done.
N.B. @OliverHealdUK",2021-10-12 18:40:29+00:00,Bidlet47,False,0,0
1447995413462724611,True,stephenfry,1447930847055732749,@stephenfry Done 👍,2021-10-12 18:39:43+00:00,Thinkoutloud6,False,0,0
1447995207400689664,True,stephenfry,1447930847055732749,@stephenfry 👍,2021-10-12 18:38:54+00:00,Polly35699124,False,0,0
1447995077545058304,True,stephenfry,1447930847055732749,@stephenfry Thanks &amp; already signed a while ago. We need more celebrities to help push @GeorgeMonbiot @domdyer70… https://t.co/PV4SvuD1Bi,2021-10-12 18:38:23+00:00,frogyuk,True,4,6
1447993494136578050,True,stephenfry,1447930847055732749,@stephenfry How is this even a debate??? 😫😞,2021-10-12 18:32:06+00:00,Dazwald79,False,0,0
1447993001549127682,True,stephenfry,1447930847055732749,@stephenfry Signed ☑️,2021-10-12 18:30:08+00:00,KevinWNewman,False,0,0
1447992812964913163,True,stephenfry,1447930847055732749,"@stephenfry Thank you fir your support, Stephen xx",2021-10-12 18:29:23+00:00,ElizabethHur5t,False,0,0
1447992604340142080,True,stephenfry,1447930847055732749,@stephenfry Thanks for sharing this Stephen. The numbers signing are really increasing thanks to you and… https://t.co/aJkKmbomcO,2021-10-12 18:28:33+00:00,Mistymaria55,True,6,74
1447991206835798020,True,stephenfry,1447930847055732749,@stephenfry Yes I’ll sign. But we used to have an ability to enforce standards via the ECJ. Now all we have are des… https://t.co/FmyGQvef4L,2021-10-12 18:23:00+00:00,LizzyJPrice,True,1,1
1447989659724914698,True,stephenfry,1447930847055732749,@stephenfry Signed and shared.,2021-10-12 18:16:51+00:00,Morphobrain,False,0,0
1447988513346146309,True,stephenfry,1447930847055732749,"@stephenfry Done.
Feels utterly ridiculous that we have to even petition, but here we are😞 
#ToryIncompetence",2021-10-12 18:12:18+00:00,bowerbirdgirl,False,0,0
1447986783426392067,True,stephenfry,1447930847055732749,"@stephenfry @Gileragirl Updated U.K stats
94 DEAD children
1000 child covid hospitalisations in both July &amp; Aug
53k… https://t.co/XbQaoC1NQS",2021-10-12 18:05:26+00:00,sheep_woolly,False,0,1
1447986766116425728,True,stephenfry,1447930847055732749,"@stephenfry 88 399th person to sign.
Let's keep it going everyone, please!",2021-10-12 18:05:21+00:00,Gileragirl,False,0,1
1447985782531268609,True,stephenfry,1447930847055732749,@stephenfry Done,2021-10-12 18:01:27+00:00,pgilhooly1,False,0,0
1447985351440617479,True,stephenfry,1447930847055732749,@stephenfry Signed,2021-10-12 17:59:44+00:00,lou_chatfield,False,0,0
1447985262865391628,True,stephenfry,1447930847055732749,"@stephenfry Thanks Stephen, let's keep the sh*t limited to Government and not in our waterways.",2021-10-12 17:59:23+00:00,BritsfortheEU,False,0,1
1447984934765932544,True,stephenfry,1447930847055732749,@stephenfry Done.,2021-10-12 17:58:05+00:00,Markpea39896280,False,0,0
1447984761562148865,True,stephenfry,1447930847055732749,@stephenfry @TymVirginia Done! 😊 I don't want to take a walk down the marshes by River Great Ouse and find raw sewage 💩🤢,2021-10-12 17:57:24+00:00,SammyKat1963,False,0,0
1447984305792241672,True,stephenfry,1447930847055732749,@stephenfry It's a bad state of things that we have to even petition for this to happen!,2021-10-12 17:55:35+00:00,Purple_G_1603,False,0,0
1447983927293988865,True,stephenfry,1447930847055732749,"@stephenfry Recycled effluent water. Cheers 🥤
https://t.co/iK4yJJdhOo",2021-10-12 17:54:05+00:00,Brisbane4000,False,0,0
1447983396454551559,True,stephenfry,1447930847055732749,@stephenfry My pants are down around government needs on this waste.,2021-10-12 17:51:58+00:00,juett1609,False,0,0
1447983343526682632,True,stephenfry,1447930847055732749,@stephenfry Done.,2021-10-12 17:51:45+00:00,anne_dickinson,False,0,0
1447983276006776834,True,stephenfry,1447930847055732749,@stephenfry @BillyVacant Done,2021-10-12 17:51:29+00:00,AntNelson63,False,0,0
1447982938101108739,True,stephenfry,1447930847055732749,@stephenfry Done. 👍✌️,2021-10-12 17:50:09+00:00,Matty_EstUK,False,0,0
1447982894945914882,True,stephenfry,1447930847055732749,@stephenfry Done.,2021-10-12 17:49:59+00:00,SwiftCheetara,False,0,0
1447982763882291205,True,stephenfry,1447930847055732749,@stephenfry Signed,2021-10-12 17:49:27+00:00,FreeQuayBuoy,False,0,0
1447982429470404610,True,stephenfry,1447930847055732749,@stephenfry Done x,2021-10-12 17:48:08+00:00,mummyclaire_,False,0,0
1447982374663380992,True,stephenfry,1447930847055732749,@stephenfry Done ✅,2021-10-12 17:47:54+00:00,vicki_layton,False,0,0
1447982325812314114,True,stephenfry,1447930847055732749,@stephenfry Done Stephen,2021-10-12 17:47:43+00:00,GarethFbpe,False,0,0
1447982237220278272,True,stephenfry,1447930847055732749,"@stephenfry @hearsncheers Done. We're in shit creek metaphorically, let's not make it literally.",2021-10-12 17:47:22+00:00,KING_GELHARDT,False,0,1
1447981892477804557,True,stephenfry,1447930847055732749,@stephenfry @Marcus_Aure1ius 87k. Why do we tolerate shit being pumped into our rivers? Why can water firms pay bil… https://t.co/Ttt4mfvuym,2021-10-12 17:46:00+00:00,baffymj,False,0,0
1447981873951543312,True,stephenfry,1447930847055732749,@stephenfry Done ✔,2021-10-12 17:45:55+00:00,SmileenJep,False,0,0
1447981804984676363,True,stephenfry,1447930847055732749,"@stephenfry @PhilJ_A Done, and shared.",2021-10-12 17:45:39+00:00,SteveMcCarthy67,False,0,0
1447981550541344772,True,stephenfry,1447930847055732749,"@stephenfry Signed it a while back, thank you for lending your support Stephen.",2021-10-12 17:44:38+00:00,AllanGPaterson,True,1,6
1447980482927472647,True,stephenfry,1447930847055732749,"@stephenfry Thank you, Stephen.
We’ve been pushing this petition as it’s so important, really appreciate the help 👏🏻",2021-10-12 17:40:23+00:00,JohannaSaunders,True,1,24
1447979787390160899,True,stephenfry,1447930847055732749,"@stephenfry Including Lake Windermere, opposite where I work. The Lake District is a World Heritage Site and it’s b… https://t.co/GttsdHaAZE",2021-10-12 17:37:38+00:00,KateWilton1,True,16,55
1447979369809522692,True,stephenfry,1447930847055732749,"@stephenfry I think it's probably already not allowed, that was before the #Shitshow (in more ways than one) 🙄",2021-10-12 17:35:58+00:00,FirehorseP,False,0,2
1447978805558190082,True,stephenfry,1447930847055732749,@stephenfry Signed sealed and delivered,2021-10-12 17:33:44+00:00,AnklemanJoe,False,0,0
1447978675312513026,True,stephenfry,1447930847055732749,"@stephenfry Only 13,000 to go.",2021-10-12 17:33:12+00:00,Philbig83,True,1,1
1447978227440492546,True,stephenfry,1447930847055732749,@stephenfry Signed,2021-10-12 17:31:26+00:00,TeresaJ77787858,False,0,0
1447977792050802689,True,stephenfry,1447930847055732749,@stephenfry Done thank you,2021-10-12 17:29:42+00:00,JamesWo78992416,False,0,0
1447977388571246601,True,stephenfry,1447930847055732749,@stephenfry But we don't have the chemicals to treat it due to Brexit so what else are we meant to do with it? I gu… https://t.co/nlrgyGhIhx,2021-10-12 17:28:06+00:00,Ianerino,False,0,1
1447976198471131140,True,stephenfry,1447930847055732749,"@stephenfry @DaveCol08591776 Signed &amp; shared, Stephen. Tho I do think that we need to deal with the source of the s… https://t.co/91sGiDQleM",2021-10-12 17:23:22+00:00,aBitSquirrely,False,0,1
1447974238242095111,True,stephenfry,1447930847055732749,"@stephenfry I would, but signing from The Netherlands would be meaningless, I guess.",2021-10-12 17:15:35+00:00,eddebeket,False,0,0
1447973811035512845,True,stephenfry,1447930847055732749,"@stephenfry @spaceangel1964 Signed 
#EndSewagePollution",2021-10-12 17:13:53+00:00,markeverett1977,False,0,0
1447972799054811137,True,stephenfry,1447930847055732749,@stephenfry Signed.,2021-10-12 17:09:51+00:00,SandyGroves3,False,0,0
1447972625448378381,True,stephenfry,1447930847055732749,@stephenfry Done and done,2021-10-12 17:09:10+00:00,mojocrumpet,False,0,0
1447971062197665797,True,stephenfry,1447930847055732749,@stephenfry Done!,2021-10-12 17:02:57+00:00,SeahorseLady1,False,0,0
1447970934036615173,True,stephenfry,1447930847055732749,"@stephenfry It's amazing what you've done to get this petition signed!
Ty x",2021-10-12 17:02:27+00:00,SandraDunn1955,False,0,7
1447966574992838656,True,stephenfry,1447930847055732749,@stephenfry Good luck! 💙 I can't believe that needs debating!,2021-10-12 16:45:08+00:00,cgfgu,False,0,0
1447965788854493184,True,stephenfry,1447930847055732749,@stephenfry Done,2021-10-12 16:42:00+00:00,ColmMather,False,0,0
1447965676128423937,True,stephenfry,1447930847055732749,"@stephenfry Signed
Also disgusted by the bland bullshit response from the government that is on the page.
Blah, blah, blah.
#ToriesOut",2021-10-12 16:41:33+00:00,TimAshby7,False,0,0
1447964120419115008,True,stephenfry,1447930847055732749,@stephenfry Thank you,2021-10-12 16:35:22+00:00,Geraldi94241369,False,0,0
1447963966395854854,True,stephenfry,1447930847055732749,@stephenfry @DrewPritchard Signed,2021-10-12 16:34:46+00:00,ThompsonGethyn,False,0,1
1447963220153602055,True,stephenfry,1447930847055732749,@stephenfry #EndSewagePollution,2021-10-12 16:31:48+00:00,SandraDunn1955,False,0,1
1447961857633964038,True,stephenfry,1447930847055732749,@stephenfry 85.000 at the moment x,2021-10-12 16:26:23+00:00,sabinegerber67,False,0,0
1447959952585277443,True,stephenfry,1447930847055732749,@stephenfry 👎🏻👎🏻👎🏻❤️,2021-10-12 16:18:49+00:00,PencosTm,False,0,0
1447955849062780928,True,stephenfry,1447930847055732749,@stephenfry 85381,2021-10-12 16:02:30+00:00,stevestirrups,False,0,0
1447955629243518976,True,stephenfry,1447930847055732749,"@stephenfry THANKS, you stood up to be counted. 
#ecoli #rivercide #seacide
Vote for Parliamentary petition for deb… https://t.co/CquOZDRlfd",2021-10-12 16:01:38+00:00,swimmingdragons,True,9,16
1447953536558436353,True,stephenfry,1447930847055732749,@stephenfry I'm amazed we even have to ask for this.,2021-10-12 15:53:19+00:00,lftony,False,0,0
1447952624540602371,True,stephenfry,1447930847055732749,@stephenfry Wow I thought this was already illegal.,2021-10-12 15:49:42+00:00,Decipherous,False,0,0
1447952317643427842,True,stephenfry,1447930847055732749,@stephenfry @Don_Egan Done,2021-10-12 15:48:28+00:00,D12June,False,0,2
1447951937756962821,True,stephenfry,1447930847055732749,@stephenfry @AndyWoodturner Signed.,2021-10-12 15:46:58+00:00,Lesso38013409,False,0,1
1447951925308235783,True,stephenfry,1447930847055732749,@stephenfry Done,2021-10-12 15:46:55+00:00,missiemaisie,False,0,0
1447950208944508932,True,stephenfry,1447930847055732749,@stephenfry Done x,2021-10-12 15:40:06+00:00,HeidiHa00757882,False,0,0
1447949871839948803,True,stephenfry,1447930847055732749,@stephenfry Thank you for highlighting this Stephen. These sewage discharges sadly bring plastic with them as well as pee and poo!,2021-10-12 15:38:45+00:00,NonPlasticBeach,False,0,2
1447949692143382530,True,stephenfry,1447930847055732749,@stephenfry @sascampaigns @SAS_London_ please sign the petition if you haven't already?,2021-10-12 15:38:02+00:00,GlobalCitzBoyd,False,0,0
1447949535481942023,True,stephenfry,1447930847055732749,@stephenfry We really shouldn't need a petition to stop shite being discharged into water courses. Shame on politic… https://t.co/vWk1ObGIX0,2021-10-12 15:37:25+00:00,malcolmjpearson,True,3,15
1447949314937004038,True,stephenfry,1447930847055732749,@stephenfry Done 👍 I didn't even realise this goes on.,2021-10-12 15:36:32+00:00,MellerLouis,False,0,0
1447947628428279812,True,stephenfry,1447930847055732749,"@stephenfry done - a possible solution to this disgusting issue is ""Biogas"" another policy where gov has failed miserably",2021-10-12 15:29:50+00:00,GlobalCitzBoyd,False,0,0
1447947017410519041,True,stephenfry,1447930847055732749,@stephenfry Can’t believe we still do this! Done.,2021-10-12 15:27:25+00:00,andrewvarley,False,0,1
1447946269981388800,True,stephenfry,1447930847055732749,@stephenfry its a forlone hope. the tories will not do anything about it. They dont care about us.,2021-10-12 15:24:26+00:00,MJHutchby,False,0,0
1447945628882022416,True,stephenfry,1447930847055732749,@stephenfry Done!,2021-10-12 15:21:54+00:00,saraayemoung,False,0,0
1447945008494096384,True,stephenfry,1447930847055732749,@stephenfry A noble idea Stephen but a ban is both (a) completely impractical in terms of the infrastructure change… https://t.co/AeDuKS6Z7G,2021-10-12 15:19:26+00:00,SteveTG69,False,0,3
1447944415935352834,True,stephenfry,1447930847055732749,@stephenfry Done &amp; shared,2021-10-12 15:17:04+00:00,TheBatMaker17,False,0,0
1447943935070978052,True,stephenfry,1447930847055732749,@stephenfry Done,2021-10-12 15:15:10+00:00,Rachelle__Fox,False,0,0
1447943420505378827,True,stephenfry,1447930847055732749,@stephenfry Signed &amp; RTd; thanks for bringing it to my attention.,2021-10-12 15:13:07+00:00,Lynn_002,False,0,0
1447943247968579593,True,stephenfry,1447930847055732749,@stephenfry @ajaneyc Decimal point debauchery,2021-10-12 15:12:26+00:00,cattoncomms,False,0,0
1447943212765749252,True,stephenfry,1447930847055732749,@stephenfry @NoToMob We pray for sewage and this is what they do dump it in the rivers because the water authoritie… https://t.co/3n1t7U4zYp,2021-10-12 15:12:18+00:00,Warrenoats1,False,0,0
